Composer,Piece,Movement
Pyotr Ilyich Tchaikovsky,Sonata in C♯ minor Op. posth.,3. Scherzo: Allegro vivo
Pyotr Ilyich Tchaikovsky,Sonata in C♯ minor Op. posth.,4. Finale: Allegro vivo
Pyotr Ilyich Tchaikovsky,6 Morceaux Op. 19,No. 1 Rêverie du soir
Pyotr Ilyich Tchaikovsky,6 Morceaux Op. 19,No. 2 Scherzo humoristique
Pyotr Ilyich Tchaikovsky,6 Morceaux Op. 19,No. 3 Feuillet d'album
Pyotr Ilyich Tchaikovsky,6 Morceaux Op. 19,No. 4 Nocturne
Pyotr Ilyich Tchaikovsky,6 Morceaux Op. 19,No. 5 Capriccioso
Pyotr Ilyich Tchaikovsky,6 Morceaux Op. 19,No. 6 Thème original et variations
Béla Bartók,Mikrokosmos BB 105,Volume I (Nos. 1–36)
Béla Bartók,Mikrokosmos BB 105,Volume II (Nos. 37–66)
Béla Bartók,Mikrokosmos BB 105,Volume III (Nos. 67–96)
Béla Bartók,Mikrokosmos BB 105,Volume IV (Nos. 97–121)
Béla Bartók,Mikrokosmos BB 105,Volume V (Nos. 122–139)
Béla Bartók,Mikrokosmos BB 105,Volume VI (Nos. 140–153)
Béla Bartók,Allegro Barbaro BB 63,-
Béla Bartók,Piano Sonata BB 88,1. Allegro moderato
Béla Bartók,Piano Sonata BB 88,2. Sostenuto e pesante
Béla Bartók,Piano Sonata BB 88,3. Allegro molto
Béla Bartók,Suite Op. 14 BB 70,1. Allegretto
Béla Bartók,Suite Op. 14 BB 70,2. Scherzo: Presto
Béla Bartók,Suite Op. 14 BB 70,3. Allegro molto
Béla Bartók,Suite Op. 14 BB 70,4. Sostenuto
Béla Bartók,Out of Doors BB 89,No. 1 With Drums and Pipes
Béla Bartók,Out of Doors BB 89,No. 2 Barcarolla
Béla Bartók,Out of Doors BB 89,No. 3 Musettes
Béla Bartók,Out of Doors BB 89,No. 4 The Night's Music
Béla Bartók,Out of Doors BB 89,No. 5 The Chase
Béla Bartók,10 Easy Pieces BB 51,No. 1 Dedication
Béla Bartók,10 Easy Pieces BB 51,No. 2 Peasant Song
Béla Bartók,10 Easy Pieces BB 51,No. 3 Frustration
Béla Bartók,10 Easy Pieces BB 51,No. 4 Slovak Boys' Dance
Béla Bartók,10 Easy Pieces BB 51,No. 5 Painful Wrestling
Béla Bartók,10 Easy Pieces BB 51,No. 6 A Bit Drunk
Béla Bartók,10 Easy Pieces BB 51,No. 7 Slovak Peasant Dance
Béla Bartók,10 Easy Pieces BB 51,No. 8 Sostenuto
Béla Bartók,10 Easy Pieces BB 51,No. 9 Evening in the Country
Béla Bartók,10 Easy Pieces BB 51,No. 10 Bear Dance
Béla Bartók,Romanian Folk Dances BB 68,No. 1 Joc cu bâtă (Stick Dance)
Béla Bartók,Romanian Folk Dances BB 68,No. 2 Brâul (Sash Dance)
Béla Bartók,Romanian Folk Dances BB 68,No. 3 Pe loc (In One Spot)
Béla Bartók,Romanian Folk Dances BB 68,No. 4 Buciumeana (Dance from Bucsum)
Béla Bartók,Romanian Folk Dances BB 68,No. 5 Poarga Românească (Romanian Polka)
Béla Bartók,Romanian Folk Dances BB 68,No. 6 Mărunțel (Fast Dance)
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 1
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 2
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 3
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 4
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 5
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 6
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 7
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 8
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 9
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 10
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 11
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 12
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 13
Béla Bartók,14 Bagatelles Op. 6 BB 50,No. 14
Béla Bartók,Three Rondos on Folk Tunes BB 92,No. 1 Andante
Béla Bartók,Three Rondos on Folk Tunes BB 92,No. 2 Vivace
Béla Bartók,Three Rondos on Folk Tunes BB 92,No. 3 Allegro molto
Igor Stravinsky,Piano Sonata,1. ♩= 112
Igor Stravinsky,Piano Sonata,2. Adagietto
Igor Stravinsky,Piano Sonata,3. ♩= 112
Igor Stravinsky,Serenade in A,1. Hymne
Igor Stravinsky,Serenade in A,2. Romanza
Igor Stravinsky,Serenade in A,3. Rondoletto
Igor Stravinsky,Serenade in A,4. Cadenza Finale
Igor Stravinsky,Piano Rag Music,-
Igor Stravinsky,Three Movements from Petrushka,1. Russian Dance
Igor Stravinsky,Three Movements from Petrushka,2. Petrushka's Room
Igor Stravinsky,Three Movements from Petrushka,3. The Shrovetide Fair
Igor Stravinsky,Sonata in F♯ minor Op. 1,1. Allegro
Igor Stravinsky,Sonata in F♯ minor Op. 1,2. Scherzo
Igor Stravinsky,Sonata in F♯ minor Op. 1,3. Andante
Igor Stravinsky,Sonata in F♯ minor Op. 1,4. Finale: Allegro moderato
Igor Stravinsky,Tango,-
Igor Stravinsky,Les Cinq Doigts,No. 1 Andantino
Igor Stravinsky,Les Cinq Doigts,No. 2 Allegro
Igor Stravinsky,Les Cinq Doigts,No. 3 Allegretto
Igor Stravinsky,Les Cinq Doigts,No. 4 Larghetto
Igor Stravinsky,Les Cinq Doigts,No. 5 Moderato
Igor Stravinsky,Les Cinq Doigts,No. 6 Lento
Igor Stravinsky,Les Cinq Doigts,No. 7 Vivo
Igor Stravinsky,Les Cinq Doigts,No. 8 Pesante
Nikolai Medtner,Fairy Tales Op. 20,No. 1 in B♭ minor
Nikolai Medtner,Fairy Tales Op. 20,No. 2 in B♭ major
Nikolai Medtner,Fairy Tales Op. 26,No. 1 in C minor
Nikolai Medtner,Fairy Tales Op. 26,No. 2 in E minor
Nikolai Medtner,Fairy Tales Op. 26,No. 3 in B minor
Nikolai Medtner,Fairy Tales Op. 26,No. 4 in A minor
Nikolai Medtner,Fairy Tales Op. 34,No. 1 in E minor
Nikolai Medtner,Fairy Tales Op. 34,No. 2 in D major
Nikolai Medtner,Fairy Tales Op. 35,No. 1 in A minor: Ophelia's Song
Nikolai Medtner,Fairy Tales Op. 35,No. 2 in E major
Nikolai Medtner,Fairy Tales Op. 35,No. 3 in F minor
Nikolai Medtner,Fairy Tales Op. 35,No. 4 in G major
Nikolai Medtner,Fairy Tales Op. 42,No. 1 in B♭ major
Nikolai Medtner,Fairy Tales Op. 42,No. 2 in C major
Nikolai Medtner,Fairy Tales Op. 42,No. 3 in E minor: Primavera
Nikolai Medtner,Fairy Tales Op. 42,No. 4 in G♯ minor
Nikolai Medtner,Fairy Tales Op. 48,No. 1 in A♭ major
Nikolai Medtner,Fairy Tales Op. 48,No. 2 in D minor
Nikolai Medtner,Sonata in F minor Op. 5,1. Introduzione: Andante
Nikolai Medtner,Sonata in F minor Op. 5,2. Allegro con fuoco
Nikolai Medtner,Sonata in F minor Op. 5,3. Intermezzo: Andante
Nikolai Medtner,Sonata in F minor Op. 5,4. Finale: Allegro moderato
Nikolai Medtner,Sonata Tragica in C minor Op. 39 No. 5,-
Nikolai Medtner,Sonata Romantica in B♭ minor Op. 53 No. 1,-
Nikolai Medtner,Sonata Minacciosa in F minor Op. 53 No. 2,-
Nikolai Medtner,Night Wind Sonata in E minor Op. 25 No. 2,-
Nikolai Medtner,Danza festiva Op. 38 No. 3,-
Nikolai Medtner,8 Mood Pictures Op. 1,No. 1 in A major
Nikolai Medtner,8 Mood Pictures Op. 1,No. 2 in D minor
Nikolai Medtner,8 Mood Pictures Op. 1,No. 3 in C major
Nikolai Medtner,8 Mood Pictures Op. 1,No. 4 in B minor
Nikolai Medtner,8 Mood Pictures Op. 1,No. 5 in A♭ major
Nikolai Medtner,8 Mood Pictures Op. 1,No. 6 in F minor
Nikolai Medtner,8 Mood Pictures Op. 1,No. 7 in E♭ major
Nikolai Medtner,8 Mood Pictures Op. 1,No. 8 in B♭ major
Samuel Barber,Piano Sonata Op. 26,1. Allegro energico
Samuel Barber,Piano Sonata Op. 26,2. Scherzo: Leggiero vivace
Samuel Barber,Piano Sonata Op. 26,3. Adagio mesto
Samuel Barber,Piano Sonata Op. 26,4. Fuga: Allegro con spirito
Samuel Barber,Ballade Op. 46,-
Samuel Barber,Nocturne Op. 33,-
Samuel Barber,4 Excursions Op. 20,No. 1 Un poco allegro
Samuel Barber,4 Excursions Op. 20,No. 2 In slow blues tempo
Samuel Barber,4 Excursions Op. 20,No. 3 Allegretto
Samuel Barber,4 Excursions Op. 20,No. 4 Allegro molto
Nikolai Kapustin,8 Concert Études Op. 40,No. 1 Prelude
Nikolai Kapustin,8 Concert Études Op. 40,No. 2 Reverie
Nikolai Kapustin,8 Concert Études Op. 40,No. 3 Toccatina
Nikolai Kapustin,8 Concert Études Op. 40,No. 4 Comodo
Nikolai Kapustin,8 Concert Études Op. 40,No. 5 Raillery
Nikolai Kapustin,8 Concert Études Op. 40,No. 6 Pastoral
Nikolai Kapustin,8 Concert Études Op. 40,No. 7 Intermezzo
Nikolai Kapustin,8 Concert Études Op. 40,No. 8 Finale
Nikolai Kapustin,Piano Sonata No. 1 Op. 39,1. Allegro moderato
Nikolai Kapustin,Piano Sonata No. 1 Op. 39,2. Andante
Nikolai Kapustin,Piano Sonata No. 1 Op. 39,3. Allegro vivace
Nikolai Kapustin,Piano Sonata No. 2 Op. 54,-
Nikolai Kapustin,24 Preludes Op. 53,No. 1 in C major
Nikolai Kapustin,24 Preludes Op. 53,No. 2 in A minor
Nikolai Kapustin,24 Preludes Op. 53,No. 3 in G major
Nikolai Kapustin,24 Preludes Op. 53,No. 4 in E minor
Nikolai Kapustin,24 Preludes Op. 53,No. 5 in D major
Nikolai Kapustin,24 Preludes Op. 53,No. 6 in B minor
Nikolai Kapustin,24 Preludes Op. 53,No. 7 in A major
Nikolai Kapustin,24 Preludes Op. 53,No. 8 in F♯ minor
Nikolai Kapustin,24 Preludes Op. 53,No. 9 in E major
Nikolai Kapustin,24 Preludes Op. 53,No. 10 in C♯ minor
Nikolai Kapustin,24 Preludes Op. 53,No. 11 in B major
Nikolai Kapustin,24 Preludes Op. 53,No. 12 in G♯ minor
Nikolai Kapustin,24 Preludes Op. 53,No. 13 in F♯ major
Nikolai Kapustin,24 Preludes Op. 53,No. 14 in E♭ minor
Nikolai Kapustin,24 Preludes Op. 53,No. 15 in D♭ major
Nikolai Kapustin,24 Preludes Op. 53,No. 16 in B♭ minor
Nikolai Kapustin,24 Preludes Op. 53,No. 17 in A♭ major
Nikolai Kapustin,24 Preludes Op. 53,No. 18 in F minor
Nikolai Kapustin,24 Preludes Op. 53,No. 19 in E♭ major
Nikolai Kapustin,24 Preludes Op. 53,No. 20 in C minor
Nikolai Kapustin,24 Preludes Op. 53,No. 21 in B♭ major
Nikolai Kapustin,24 Preludes Op. 53,No. 22 in G minor
Nikolai Kapustin,24 Preludes Op. 53,No. 23 in F major
Nikolai Kapustin,24 Preludes Op. 53,No. 24 in D minor
Nikolai Kapustin,Suite in the Old Style Op. 28,1. Prelude
Nikolai Kapustin,Suite in the Old Style Op. 28,2. Allemande
Nikolai Kapustin,Suite in the Old Style Op. 28,3. Courante
Nikolai Kapustin,Suite in the Old Style Op. 28,4. Sarabande
Nikolai Kapustin,Suite in the Old Style Op. 28,5. Gavotte
Nikolai Kapustin,Suite in the Old Style Op. 28,6. Gigue
Nikolai Kapustin,Concert Étude Op. 41 No. 1 (Paganini),-
Alberto Ginastera,Piano Sonata No. 1 Op. 22,1. Allegro marcato
Alberto Ginastera,Piano Sonata No. 1 Op. 22,2. Presto misterioso
Alberto Ginastera,Piano Sonata No. 1 Op. 22,3. Adagio molto appassionato
Alberto Ginastera,Piano Sonata No. 1 Op. 22,4. Ruvido ed ostinato
Alberto Ginastera,Danzas Argentinas Op. 2,No. 1 Danza del viejo boyero
Alberto Ginastera,Danzas Argentinas Op. 2,No. 2 Danza de la moza donosa
Alberto Ginastera,Danzas Argentinas Op. 2,No. 3 Danza del gaucho matrero
Alberto Ginastera,12 American Preludes Op. 12,No. 1 Accents
Alberto Ginastera,12 American Preludes Op. 12,No. 2 Sad Cowboy
Alberto Ginastera,12 American Preludes Op. 12,No. 3 Creole Dance
Alberto Ginastera,12 American Preludes Op. 12,No. 4 Vidalita
Alberto Ginastera,12 American Preludes Op. 12,No. 5 In the First Pentatonic Minor Mode
Alberto Ginastera,12 American Preludes Op. 12,No. 6 Pequeña danza
Alberto Ginastera,12 American Preludes Op. 12,No. 7 Bimusicality
Alberto Ginastera,12 American Preludes Op. 12,No. 8 In the First Pentatonic Major Mode
Alberto Ginastera,12 American Preludes Op. 12,No. 9 Octaves
Alberto Ginastera,12 American Preludes Op. 12,No. 10 Pastorale
Alberto Ginastera,12 American Preludes Op. 12,No. 11 Evocación
Alberto Ginastera,12 American Preludes Op. 12,No. 12 In the First Mixolydian Mode
Alberto Ginastera,3 Piezas Op. 6,No. 1 Cuyana
Alberto Ginastera,3 Piezas Op. 6,No. 2 Norteña
Alberto Ginastera,3 Piezas Op. 6,No. 3 Criolla
Alberto Ginastera,Malambo Op. 7,-
Erik Satie,Gymnopédies,No. 1 Lent et douloureux
Erik Satie,Gymnopédies,No. 2 Lent et triste
Erik Satie,Gymnopédies,No. 3 Lent et grave
Erik Satie,Gnossiennes,No. 1
Erik Satie,Gnossiennes,No. 2
Erik Satie,Gnossiennes,No. 3
Erik Satie,Gnossiennes,No. 4
Erik Satie,Gnossiennes,No. 5
Erik Satie,Gnossiennes,No. 6
Erik Satie,3 Morceaux en forme de poire,1. Manière de commencement
Erik Satie,3 Morceaux en forme de poire,2. Prolongation du même
Erik Satie,3 Morceaux en forme de poire,3. En plus
Erik Satie,3 Morceaux en forme de poire,4. Redite
Erik Satie,3 Morceaux en forme de poire,5. Forrlane
Erik Satie,3 Morceaux en forme de poire,6. Fugue
Erik Satie,3 Morceaux en forme de poire,7. Continuation du même
Erik Satie,Sarabandes,No. 1 in G minor
Erik Satie,Sarabandes,No. 2 in D minor
Erik Satie,Sarabandes,No. 3 in E major
Erik Satie,Sports et Divertissements,La Balançoire
Erik Satie,Sports et Divertissements,La Chasse
Erik Satie,Sports et Divertissements,La Comédie Italienne
Erik Satie,Sports et Divertissements,Le Réveil de la Mariée
Erik Satie,Sports et Divertissements,Colin-Maillard
Erik Satie,Sports et Divertissements,La Pêche
Erik Satie,Sports et Divertissements,Le Yachting
Erik Satie,Sports et Divertissements,Le Bain de Mer
Erik Satie,Sports et Divertissements,Le Carnaval
Erik Satie,Sports et Divertissements,Le Golf
Erik Satie,Sports et Divertissements,La Pieuvre
Erik Satie,Sports et Divertissements,Les Courses
Erik Satie,Sports et Divertissements,Les Quatre Coins
Erik Satie,Sports et Divertissements,Le Picnic
Erik Satie,Sports et Divertissements,Le Water-Chute
Erik Satie,Sports et Divertissements,Le Tango
Erik Satie,Sports et Divertissements,Le Traineau
Erik Satie,Sports et Divertissements,Le Flirt
Erik Satie,Sports et Divertissements,Le Feu d'Artifice
Erik Satie,Sports et Divertissements,Le Tennis
Erik Satie,Ogives,No. 1
Erik Satie,Ogives,No. 2
Erik Satie,Ogives,No. 3
Erik Satie,Ogives,No. 4
Erik Satie,Avant-dernières pensées,Idylle
Erik Satie,Avant-dernières pensées,Aubade
Erik Satie,Avant-dernières pensées,Méditation
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 1 Our Evenings
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 2 A Blown-Away Leaf
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 3 Come with Us!
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 4 The Madonna of Frýdek
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 5 They Chattered Like Swallows
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 6 Words Fail!
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 7 Good Night!
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 8 Unutterable Anguish
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 9 In Tears
Leoš Janáček,On an Overgrown Path JW VIII/17,Book I No. 10 The Barn Owl Has Not Flown Away!
Leoš Janáček,On an Overgrown Path JW VIII/17,Book II No. 1 Allegro
Leoš Janáček,On an Overgrown Path JW VIII/17,Book II No. 2 Andante
Leoš Janáček,On an Overgrown Path JW VIII/17,Book II No. 3 Andante
Leoš Janáček,On an Overgrown Path JW VIII/17,Book II No. 4 Presto
Leoš Janáček,On an Overgrown Path JW VIII/17,Book II No. 5 Con moto
Leoš Janáček,Piano Sonata 1.X.1905 JW VIII/19,1. Presentiment
Leoš Janáček,Piano Sonata 1.X.1905 JW VIII/19,2. Death
Leoš Janáček,In the Mists JW VIII/22,1. Andante
Leoš Janáček,In the Mists JW VIII/22,2. Molto adagio
Leoš Janáček,In the Mists JW VIII/22,3. Andantino
Leoš Janáček,In the Mists JW VIII/22,4. Presto
César Franck,"Prélude, Choral et Fugue FWV 21",1. Prélude
César Franck,"Prélude, Choral et Fugue FWV 21",2. Choral
César Franck,"Prélude, Choral et Fugue FWV 21",3. Fugue
César Franck,"Prélude, Aria et Final FWV 23",1. Prélude
César Franck,"Prélude, Aria et Final FWV 23",2. Aria
César Franck,"Prélude, Aria et Final FWV 23",3. Final
César Franck,Symphonic Variations FWV 46,-
César Franck,Les Plaintes d'une poupée FWV 97,-
César Franck,Danse lente FWV 47,-
Camille Saint-Saëns,6 Études Op. 52,No. 1 Prélude
Camille Saint-Saëns,6 Études Op. 52,No. 2 Les cloches de Las Palmas
Camille Saint-Saëns,6 Études Op. 52,No. 3 Feux follets
Camille Saint-Saëns,6 Études Op. 52,No. 4 Étude en forme de valse
Camille Saint-Saëns,6 Études Op. 52,No. 5 Les cloches du soir
Camille Saint-Saëns,6 Études Op. 52,No. 6 Bourrée
Camille Saint-Saëns,6 Études Op. 111,No. 1 Tierces majeures et mineures
Camille Saint-Saëns,6 Études Op. 111,No. 2 Tierces chromatiques
Camille Saint-Saëns,6 Études Op. 111,No. 3 Quartes
Camille Saint-Saëns,6 Études Op. 111,No. 4 Sixtes
Camille Saint-Saëns,6 Études Op. 111,No. 5 Octaves
Camille Saint-Saëns,6 Études Op. 111,No. 6 Tierces en tierces
Camille Saint-Saëns,6 Études Op. 135,No. 1 En forme de valse
Camille Saint-Saëns,6 Études Op. 135,No. 2 Les cloches de Las Palmas
Camille Saint-Saëns,6 Études Op. 135,No. 3 Toccata
Camille Saint-Saëns,6 Études Op. 135,No. 4 Alla fuga
Camille Saint-Saëns,6 Études Op. 135,No. 5 Intermezzo
Camille Saint-Saëns,6 Études Op. 135,No. 6 Lento
Camille Saint-Saëns,Suite Op. 90,1. Prélude
Camille Saint-Saëns,Suite Op. 90,2. Sarabande
Camille Saint-Saëns,Suite Op. 90,3. Gavotte
Camille Saint-Saëns,Suite Op. 90,4. Romance
Camille Saint-Saëns,Suite Op. 90,5. Finale
Camille Saint-Saëns,Soirée musicale Op. 6 No. 2: Étude en forme de valse,-
Camille Saint-Saëns,Allegro appassionato Op. 70,-
Isaac Albéniz,Iberia,Book I No. 1 Évocation
Isaac Albéniz,Iberia,Book I No. 2 El puerto
Isaac Albéniz,Iberia,Book I No. 3 El Corpus en Sevilla (Fête-Dieu à Séville)
Isaac Albéniz,Iberia,Book II No. 4 Rondeña
Isaac Albéniz,Iberia,Book II No. 5 Almería
Isaac Albéniz,Iberia,Book II No. 6 Triana
Isaac Albéniz,Iberia,Book III No. 7 El Albaicín
Isaac Albéniz,Iberia,Book III No. 8 El polo
Isaac Albéniz,Iberia,Book III No. 9 Lavapiés
Isaac Albéniz,Iberia,Book IV No. 10 Málaga
Isaac Albéniz,Iberia,Book IV No. 11 Jerez
Isaac Albéniz,Iberia,Book IV No. 12 Eritaña
Isaac Albéniz,Suite española No. 1 Op. 47,No. 1 Granada (Serenata)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 2 Cataluña (Corranda)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 3 Sevilla (Sevillanas)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 4 Cádiz (Saeta)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 5 Asturias (Leyenda)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 6 Aragón (Fantasia)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 7 Castilla (Seguidillas)
Isaac Albéniz,Suite española No. 1 Op. 47,No. 8 Cuba (Capricho)
Isaac Albéniz,Cantos de España Op. 232,No. 1 Prélude
Isaac Albéniz,Cantos de España Op. 232,No. 2 Orientale
Isaac Albéniz,Cantos de España Op. 232,No. 3 Bajo la palmera
Isaac Albéniz,Cantos de España Op. 232,No. 4 Córdoba
Isaac Albéniz,Cantos de España Op. 232,No. 5 Seguidillas
Enrique Granados,Goyescas,Book I No. 1 Los requiebros
Enrique Granados,Goyescas,Book I No. 2 Coloquio en la reja
Enrique Granados,Goyescas,Book I No. 3 El fandango del candil
Enrique Granados,Goyescas,Book I No. 4 Quejas o la maja y el ruiseñor
Enrique Granados,Goyescas,Book II No. 5 El amor y la muerte: Balada
Enrique Granados,Goyescas,Book II No. 6 Epílogo: Serenata del espectro
Enrique Granados,Danzas Españolas Op. 37,No. 1 Minueto
Enrique Granados,Danzas Españolas Op. 37,No. 2 Oriental
Enrique Granados,Danzas Españolas Op. 37,No. 3 Fandango
Enrique Granados,Danzas Españolas Op. 37,No. 4 Villanesca
Enrique Granados,Danzas Españolas Op. 37,No. 5 Andaluza
Enrique Granados,Danzas Españolas Op. 37,No. 6 Rondalla Aragonesa
Enrique Granados,Danzas Españolas Op. 37,No. 7 Valenciana
Enrique Granados,Danzas Españolas Op. 37,No. 8 Sardana
Enrique Granados,Danzas Españolas Op. 37,No. 9 Romántica
Enrique Granados,Danzas Españolas Op. 37,No. 10 Melancolica
Enrique Granados,Danzas Españolas Op. 37,No. 11 Zambra
Enrique Granados,Danzas Españolas Op. 37,No. 12 Bolero
Enrique Granados,Escenas Románticas,No. 1 Mazurka
Enrique Granados,Escenas Románticas,No. 2 Berceuse
Enrique Granados,Escenas Románticas,No. 3 Lento con éxtasis
